"","sample_name","metric","value"
"3796","G18763419","contamination_status",0
"3797","G18763419","percentage_contamination",0
"3798","G18763419","contigs",21
"3799","G18763419","N50",705625
"3800","G18763419","total_length",6039230
"3801","G18763432","contamination_status",0
"3802","G18763432","percentage_contamination",0
"3803","G18763432","contigs",55
"3804","G18763432","N50",429037
"3805","G18763432","total_length",6892436
"3806","G18763481","contamination_status",0
"3807","G18763481","percentage_contamination",0
"3808","G18763481","contigs",43
"3809","G18763481","N50",701771
"3810","G18763481","total_length",6840277
"3811","G18763506","contamination_status",0
"3812","G18763506","percentage_contamination",0
"3813","G18763506","contigs",36
"3814","G18763506","N50",604507
"3815","G18763506","total_length",6839704
"3816","G18763543","contamination_status",0
"3817","G18763543","percentage_contamination",0
"3818","G18763543","contigs",36
"3819","G18763543","N50",381077
"3820","G18763543","total_length",6512262
"3821","G18763692","contamination_status",0
"3822","G18763692","percentage_contamination",0
"3823","G18763692","contigs",40
"3824","G18763692","N50",476379
"3825","G18763692","total_length",6845773
"3826","G18763693","contamination_status",0
"3827","G18763693","percentage_contamination",0
"3828","G18763693","contigs",28
"3829","G18763693","N50",454894
"3830","G18763693","total_length",6473978
"3831","G18763694","contamination_status",0
"3832","G18763694","percentage_contamination",0
"3833","G18763694","contigs",92
"3834","G18763694","N50",189496
"3835","G18763694","total_length",7072480
"3836","G18763695","contamination_status",0
"3837","G18763695","percentage_contamination",0
"3838","G18763695","contigs",53
"3839","G18763695","N50",272229
"3840","G18763695","total_length",6693816
"3841","G18763697","contamination_status",0
"3842","G18763697","percentage_contamination",0
"3843","G18763697","contigs",88
"3844","G18763697","N50",196332
"3845","G18763697","total_length",7049256
"3846","G18763879","contamination_status",0
"3847","G18763879","percentage_contamination",0
"3848","G18763879","contigs",32
"3849","G18763879","N50",510994
"3850","G18763879","total_length",6559360
"3851","G18763941","contamination_status",0
"3852","G18763941","percentage_contamination",0
"3853","G18763941","contigs",66
"3854","G18763941","N50",227092
"3855","G18763941","total_length",6915494
"3856","G18764000","contamination_status",0
"3857","G18764000","percentage_contamination",0
"3858","G18764000","contigs",31
"3859","G18764000","N50",419919
"3860","G18764000","total_length",6511919
"3861","G18764002","contamination_status",0
"3862","G18764002","percentage_contamination",0
"3863","G18764002","contigs",104
"3864","G18764002","N50",261152
"3865","G18764002","total_length",7078395
"3866","G18764003","contamination_status",0
"3867","G18764003","percentage_contamination",0
"3868","G18764003","contigs",78
"3869","G18764003","N50",295223
"3870","G18764003","total_length",7035400
"3871","G18764004","contamination_status",0
"3872","G18764004","percentage_contamination",0
"3873","G18764004","contigs",37
"3874","G18764004","N50",342692
"3875","G18764004","total_length",6509819
"3876","G18764134","contamination_status",0
"3877","G18764134","percentage_contamination",0
"3878","G18764134","contigs",50
"3879","G18764134","N50",398997
"3880","G18764134","total_length",6668486
"3881","G18764174","contamination_status",0
"3882","G18764174","percentage_contamination",0
"3883","G18764174","contigs",75
"3884","G18764174","N50",226611
"3885","G18764174","total_length",6778213
"3886","G18002471","contamination_status",0
"3887","G18002471","percentage_contamination",0
"3888","G18002471","contigs",26
"3889","G18002471","N50",427414
"3890","G18002471","total_length",6505307
"3891","G18002472","contamination_status",1
"3892","G18002472","percentage_contamination",6.68
"3893","G18002472","contigs",61
"3894","G18002472","N50",339953
"3895","G18002472","total_length",7293072
"3896","G18002473","contamination_status",0
"3897","G18002473","percentage_contamination",0
"3898","G18002473","contigs",45
"3899","G18002473","N50",353366
"3900","G18002473","total_length",7092400
"3901","G18002474","contamination_status",0
"3902","G18002474","percentage_contamination",0
"3903","G18002474","contigs",89
"3904","G18002474","N50",208322
"3905","G18002474","total_length",7115713
"3906","G18002475","contamination_status",0
"3907","G18002475","percentage_contamination",0
"3908","G18002475","contigs",45
"3909","G18002475","N50",291602
"3910","G18002475","total_length",7096562
"3911","G18002476","contamination_status",0
"3912","G18002476","percentage_contamination",0
"3913","G18002476","contigs",41
"3914","G18002476","N50",464279
"3915","G18002476","total_length",6930315
"3916","G18002477","contamination_status",0
"3917","G18002477","percentage_contamination",0
"3918","G18002477","contigs",59
"3919","G18002477","N50",335176
"3920","G18002477","total_length",7277987
"3921","G18002478","contamination_status",1
"3922","G18002478","percentage_contamination",5.42
"3923","G18002478","contigs",28
"3924","G18002478","N50",704421
"3925","G18002478","total_length",6291245
"3926","G18002479","contamination_status",0
"3927","G18002479","percentage_contamination",0
"3928","G18002479","contigs",60
"3929","G18002479","N50",240334
"3930","G18002479","total_length",6907606
"3931","G18002480","contamination_status",0
"3932","G18002480","percentage_contamination",0
"3933","G18002480","contigs",80
"3934","G18002480","N50",225669
"3935","G18002480","total_length",7210082
"3936","G18002481","contamination_status",0
"3937","G18002481","percentage_contamination",0
"3938","G18002481","contigs",23
"3939","G18002481","N50",770244
"3940","G18002481","total_length",6333711
"3941","G18002482","contamination_status",0
"3942","G18002482","percentage_contamination",0
"3943","G18002482","contigs",43
"3944","G18002482","N50",389573
"3945","G18002482","total_length",6950176
"3946","G18002483","contamination_status",0
"3947","G18002483","percentage_contamination",0
"3948","G18002483","contigs",50
"3949","G18002483","N50",405661
"3950","G18002483","total_length",6949100
"3951","G18002484","contamination_status",0
"3952","G18002484","percentage_contamination",0
"3953","G18002484","contigs",51
"3954","G18002484","N50",322353
"3955","G18002484","total_length",7105849
"3956","G18002485","contamination_status",0
"3957","G18002485","percentage_contamination",0
"3958","G18002485","contigs",68
"3959","G18002485","N50",340333
"3960","G18002485","total_length",7159388
"3961","G18002486","contamination_status",0
"3962","G18002486","percentage_contamination",0
"3963","G18002486","contigs",59
"3964","G18002486","N50",299998
"3965","G18002486","total_length",6857026
"3966","G18002487","contamination_status",0
"3967","G18002487","percentage_contamination",0
"3968","G18002487","contigs",38
"3969","G18002487","N50",441101
"3970","G18002487","total_length",7098836
"3971","G18002488","contamination_status",0
"3972","G18002488","percentage_contamination",0
"3973","G18002488","contigs",59
"3974","G18002488","N50",394855
"3975","G18002488","total_length",6816466
"3976","G18002489","contamination_status",1
"3977","G18002489","percentage_contamination",6.52
"3978","G18002489","contigs",634
"3979","G18002489","N50",343557
"3980","G18002489","total_length",7616583
"3981","G18002490","contamination_status",0
"3982","G18002490","percentage_contamination",0
"3983","G18002490","contigs",62
"3984","G18002490","N50",238389
"3985","G18002490","total_length",7107815
"3986","G18002491","contamination_status",0
"3987","G18002491","percentage_contamination",0
"3988","G18002491","contigs",73
"3989","G18002491","N50",314268
"3990","G18002491","total_length",7024861
"3991","G18002492","contamination_status",0
"3992","G18002492","percentage_contamination",0
"3993","G18002492","contigs",47
"3994","G18002492","N50",264280
"3995","G18002492","total_length",6871887
"3996","G18002493","contamination_status",0
"3997","G18002493","percentage_contamination",0
"3998","G18002493","contigs",76
"3999","G18002493","N50",307973
"4000","G18002493","total_length",7335768
"4001","G18002494","contamination_status",0
"4002","G18002494","percentage_contamination",0
"4003","G18002494","contigs",73
"4004","G18002494","N50",317772
"4005","G18002494","total_length",7131964
"4006","G18002495","contamination_status",0
"4007","G18002495","percentage_contamination",0
"4008","G18002495","contigs",39
"4009","G18002495","N50",308352
"4010","G18002495","total_length",7109129
"4011","G18002496","contamination_status",0
"4012","G18002496","percentage_contamination",0
"4013","G18002496","contigs",58
"4014","G18002496","N50",236242
"4015","G18002496","total_length",6958795
"4016","G18002497","contamination_status",0
"4017","G18002497","percentage_contamination",0
"4018","G18002497","contigs",51
"4019","G18002497","N50",317890
"4020","G18002497","total_length",7463730
"4021","G18002498","contamination_status",0
"4022","G18002498","percentage_contamination",0
"4023","G18002498","contigs",36
"4024","G18002498","N50",435158
"4025","G18002498","total_length",6630740
"4026","G18002499","contamination_status",0
"4027","G18002499","percentage_contamination",0
"4028","G18002499","contigs",35
"4029","G18002499","N50",644298
"4030","G18002499","total_length",6843010
"4031","G18002500","contamination_status",0
"4032","G18002500","percentage_contamination",0
"4033","G18002500","contigs",72
"4034","G18002500","N50",328681
"4035","G18002500","total_length",6883881
"4036","G18002501","contamination_status",0
"4037","G18002501","percentage_contamination",0
"4038","G18002501","contigs",30
"4039","G18002501","N50",775892
"4040","G18002501","total_length",6726552
"4041","G18002502","contamination_status",0
"4042","G18002502","percentage_contamination",0
"4043","G18002502","contigs",57
"4044","G18002502","N50",292295
"4045","G18002502","total_length",7150593
"4046","G18002503","contamination_status",0
"4047","G18002503","percentage_contamination",0
"4048","G18002503","contigs",23
"4049","G18002503","N50",801178
"4050","G18002503","total_length",6454781
"4051","G18002504","contamination_status",0
"4052","G18002504","percentage_contamination",0
"4053","G18002504","contigs",40
"4054","G18002504","N50",604557
"4055","G18002504","total_length",6889613
"4056","G18002505","contamination_status",0
"4057","G18002505","percentage_contamination",0
"4058","G18002505","contigs",38
"4059","G18002505","N50",456234
"4060","G18002505","total_length",6711414
"4061","G18002506","contamination_status",0
"4062","G18002506","percentage_contamination",0
"4063","G18002506","contigs",52
"4064","G18002506","N50",535248
"4065","G18002506","total_length",7366755
"4066","G18002507","contamination_status",0
"4067","G18002507","percentage_contamination",0
"4068","G18002507","contigs",59
"4069","G18002507","N50",351608
"4070","G18002507","total_length",7153313
"4071","G18002508","contamination_status",0
"4072","G18002508","percentage_contamination",0
"4073","G18002508","contigs",43
"4074","G18002508","N50",506803
"4075","G18002508","total_length",7139102
"4076","G18002509","contamination_status",0
"4077","G18002509","percentage_contamination",0
"4078","G18002509","contigs",58
"4079","G18002509","N50",307847
"4080","G18002509","total_length",7150576
"4081","G18002510","contamination_status",0
"4082","G18002510","percentage_contamination",0
"4083","G18002510","contigs",67
"4084","G18002510","N50",375430
"4085","G18002510","total_length",7165218
"4086","G18002511","contamination_status",0
"4087","G18002511","percentage_contamination",0
"4088","G18002511","contigs",61
"4089","G18002511","N50",364501
"4090","G18002511","total_length",7391316
"4091","G18002512","contamination_status",0
"4092","G18002512","percentage_contamination",0
"4093","G18002512","contigs",62
"4094","G18002512","N50",277365
"4095","G18002512","total_length",7083154
"4096","G18002513","contamination_status",0
"4097","G18002513","percentage_contamination",0
"4098","G18002513","contigs",38
"4099","G18002513","N50",770576
"4100","G18002513","total_length",6759038
"4101","G18002514","contamination_status",0
"4102","G18002514","percentage_contamination",0
"4103","G18002514","contigs",36
"4104","G18002514","N50",452208
"4105","G18002514","total_length",6782912
"4106","G18002515","contamination_status",0
"4107","G18002515","percentage_contamination",0
"4108","G18002515","contigs",83
"4109","G18002515","N50",226649
"4110","G18002515","total_length",6984941
"4111","G18002516","contamination_status",0
"4112","G18002516","percentage_contamination",0
"4113","G18002516","contigs",45
"4114","G18002516","N50",425725
"4115","G18002516","total_length",6905416
"4116","G20000001","contamination_status",0
"4117","G20000001","percentage_contamination",0
"4118","G20000001","contigs",61
"4119","G20000001","N50",289409
"4120","G20000001","total_length",7363239
"4121","G20000002","contamination_status",0
"4122","G20000002","percentage_contamination",0
"4123","G20000002","contigs",58
"4124","G20000002","N50",426075
"4125","G20000002","total_length",6823592
"4126","G20000003","contamination_status",0
"4127","G20000003","percentage_contamination",0
"4128","G20000003","contigs",60
"4129","G20000003","N50",374190
"4130","G20000003","total_length",7350862
"4131","G20000004","contamination_status",0
"4132","G20000004","percentage_contamination",0
"4133","G20000004","contigs",58
"4134","G20000004","N50",339959
"4135","G20000004","total_length",7220804
"4136","G20000005","contamination_status",0
"4137","G20000005","percentage_contamination",0
"4138","G20000005","contigs",40
"4139","G20000005","N50",558013
"4140","G20000005","total_length",7092697
"4141","G20000006","contamination_status",0
"4142","G20000006","percentage_contamination",0
"4143","G20000006","contigs",82
"4144","G20000006","N50",205334
"4145","G20000006","total_length",6922982
"4146","G20000008","contamination_status",0
"4147","G20000008","percentage_contamination",0
"4148","G20000008","contigs",54
"4149","G20000008","N50",301186
"4150","G20000008","total_length",7116403
"4151","G20000009","contamination_status",0
"4152","G20000009","percentage_contamination",0
"4153","G20000009","contigs",46
"4154","G20000009","N50",302367
"4155","G20000009","total_length",7018717
"4156","G20000010","contamination_status",0
"4157","G20000010","percentage_contamination",0
"4158","G20000010","contigs",28
"4159","G20000010","N50",769598
"4160","G20000010","total_length",6507124
"4161","G20000012","contamination_status",0
"4162","G20000012","percentage_contamination",0
"4163","G20000012","contigs",46
"4164","G20000012","N50",312634
"4165","G20000012","total_length",6997966
"4166","G20000013","contamination_status",0
"4167","G20000013","percentage_contamination",0
"4168","G20000013","contigs",50
"4169","G20000013","N50",414439
"4170","G20000013","total_length",6733983
"4171","G20000014","contamination_status",0
"4172","G20000014","percentage_contamination",0
"4173","G20000014","contigs",39
"4174","G20000014","N50",440769
"4175","G20000014","total_length",7005779
"4176","G20000015","contamination_status",0
"4177","G20000015","percentage_contamination",0
"4178","G20000015","contigs",53
"4179","G20000015","N50",398242
"4180","G20000015","total_length",7113923
"4181","G20000016","contamination_status",0
"4182","G20000016","percentage_contamination",0
"4183","G20000016","contigs",51
"4184","G20000016","N50",318938
"4185","G20000016","total_length",7150319
"4186","G20000017","contamination_status",0
"4187","G20000017","percentage_contamination",0
"4188","G20000017","contigs",40
"4189","G20000017","N50",662072
"4190","G20000017","total_length",6743569
"4191","G20000018","contamination_status",0
"4192","G20000018","percentage_contamination",0
"4193","G20000018","contigs",27
"4194","G20000018","N50",514981
"4195","G20000018","total_length",6631541
"4196","G20000020","contamination_status",0
"4197","G20000020","percentage_contamination",0
"4198","G20000020","contigs",26
"4199","G20000020","N50",680193
"4200","G20000020","total_length",6335894
"4201","G20000021","contamination_status",0
"4202","G20000021","percentage_contamination",0
"4203","G20000021","contigs",38
"4204","G20000021","N50",403939
"4205","G20000021","total_length",7076065
"4206","G20000022","contamination_status",0
"4207","G20000022","percentage_contamination",0
"4208","G20000022","contigs",49
"4209","G20000022","N50",339902
"4210","G20000022","total_length",7077763
"4211","G20000023","contamination_status",0
"4212","G20000023","percentage_contamination",0
"4213","G20000023","contigs",61
"4214","G20000023","N50",347537
"4215","G20000023","total_length",7354082
"4216","G20000024","contamination_status",0
"4217","G20000024","percentage_contamination",0
"4218","G20000024","contigs",39
"4219","G20000024","N50",493568
"4220","G20000024","total_length",6814175
"4221","G20000025","contamination_status",0
"4222","G20000025","percentage_contamination",0
"4223","G20000025","contigs",35
"4224","G20000025","N50",491029
"4225","G20000025","total_length",6837807
"4226","G20000026","contamination_status",0
"4227","G20000026","percentage_contamination",0
"4228","G20000026","contigs",40
"4229","G20000026","N50",392266
"4230","G20000026","total_length",7062878
"4231","G20000027","contamination_status",0
"4232","G20000027","percentage_contamination",0
"4233","G20000027","contigs",57
"4234","G20000027","N50",395604
"4235","G20000027","total_length",6918754
"4236","G20000028","contamination_status",0
"4237","G20000028","percentage_contamination",0
"4238","G20000028","contigs",49
"4239","G20000028","N50",451672
"4240","G20000028","total_length",7321388
"4241","G20000029","contamination_status",0
"4242","G20000029","percentage_contamination",0
"4243","G20000029","contigs",58
"4244","G20000029","N50",332008
"4245","G20000029","total_length",6912533
"4246","G20000030","contamination_status",0
"4247","G20000030","percentage_contamination",0
"4248","G20000030","contigs",40
"4249","G20000030","N50",435714
"4250","G20000030","total_length",6845837
"4251","G20000031","contamination_status",0
"4252","G20000031","percentage_contamination",0
"4253","G20000031","contigs",65
"4254","G20000031","N50",235586
"4255","G20000031","total_length",7078059
"4256","G20000032","contamination_status",0
"4257","G20000032","percentage_contamination",0
"4258","G20000032","contigs",26
"4259","G20000032","N50",463226
"4260","G20000032","total_length",6511012
"4261","G20000033","contamination_status",0
"4262","G20000033","percentage_contamination",0
"4263","G20000033","contigs",68
"4264","G20000033","N50",298934
"4265","G20000033","total_length",7012314
"4266","G20000038","contamination_status",0
"4267","G20000038","percentage_contamination",0
"4268","G20000038","contigs",53
"4269","G20000038","N50",368583
"4270","G20000038","total_length",6991305
"4271","G20000039","contamination_status",0
"4272","G20000039","percentage_contamination",0
"4273","G20000039","contigs",29
"4274","G20000039","N50",456431
"4275","G20000039","total_length",6288312
"4276","G20000040","contamination_status",0
"4277","G20000040","percentage_contamination",0
"4278","G20000040","contigs",71
"4279","G20000040","N50",316300
"4280","G20000040","total_length",7173259
"4281","G20000041","contamination_status",0
"4282","G20000041","percentage_contamination",0
"4283","G20000041","contigs",42
"4284","G20000041","N50",805319
"4285","G20000041","total_length",6872462
"4286","G20000042","contamination_status",0
"4287","G20000042","percentage_contamination",0
"4288","G20000042","contigs",66
"4289","G20000042","N50",247344
"4290","G20000042","total_length",6813435
"4291","G20000043","contamination_status",0
"4292","G20000043","percentage_contamination",0
"4293","G20000043","contigs",28
"4294","G20000043","N50",481412
"4295","G20000043","total_length",6387038
"4296","G20000044","contamination_status",0
"4297","G20000044","percentage_contamination",0
"4298","G20000044","contigs",49
"4299","G20000044","N50",414742
"4300","G20000044","total_length",6739013
"4301","G20000045","contamination_status",1
"4302","G20000045","percentage_contamination",31.01
"4303","G20000045","contigs",1339
"4304","G20000045","N50",301428
"4305","G20000045","total_length",11277452
"4306","G20000046","contamination_status",0
"4307","G20000046","percentage_contamination",0
"4308","G20000046","contigs",32
"4309","G20000046","N50",417531
"4310","G20000046","total_length",7005311
"4311","G20000047","contamination_status",0
"4312","G20000047","percentage_contamination",0
"4313","G20000047","contigs",35
"4314","G20000047","N50",493510
"4315","G20000047","total_length",6411335
"4316","G20000048","contamination_status",0
"4317","G20000048","percentage_contamination",0
"4318","G20000048","contigs",52
"4319","G20000048","N50",402903
"4320","G20000048","total_length",6732764
"4321","G20000049","contamination_status",0
"4322","G20000049","percentage_contamination",0
"4323","G20000049","contigs",35
"4324","G20000049","N50",628178
"4325","G20000049","total_length",7010151
"4326","G20000050","contamination_status",0
"4327","G20000050","percentage_contamination",0
"4328","G20000050","contigs",52
"4329","G20000050","N50",328245
"4330","G20000050","total_length",7193078
"4331","G20000051","contamination_status",0
"4332","G20000051","percentage_contamination",0
"4333","G20000051","contigs",64
"4334","G20000051","N50",349019
"4335","G20000051","total_length",6856892
"4336","G20000052","contamination_status",0
"4337","G20000052","percentage_contamination",0
"4338","G20000052","contigs",53
"4339","G20000052","N50",362589
"4340","G20000052","total_length",7183827
"4341","G20000053","contamination_status",0
"4342","G20000053","percentage_contamination",0
"4343","G20000053","contigs",58
"4344","G20000053","N50",208322
"4345","G20000053","total_length",6893359
"4346","G20000054","contamination_status",0
"4347","G20000054","percentage_contamination",0
"4348","G20000054","contigs",50
"4349","G20000054","N50",280623
"4350","G20000054","total_length",7061788
"4351","G20000055","contamination_status",0
"4352","G20000055","percentage_contamination",0
"4353","G20000055","contigs",52
"4354","G20000055","N50",496161
"4355","G20000055","total_length",7117919
"4356","G20000056","contamination_status",0
"4357","G20000056","percentage_contamination",0
"4358","G20000056","contigs",63
"4359","G20000056","N50",403612
"4360","G20000056","total_length",6946396
"4361","G20000063","contamination_status",0
"4362","G20000063","percentage_contamination",0
"4363","G20000063","contigs",92
"4364","G20000063","N50",257607
"4365","G20000063","total_length",7607803
"4366","G20000064","contamination_status",0
"4367","G20000064","percentage_contamination",0
"4368","G20000064","contigs",35
"4369","G20000064","N50",781419
"4370","G20000064","total_length",6695847
"4371","G20000065","contamination_status",0
"4372","G20000065","percentage_contamination",0
"4373","G20000065","contigs",39
"4374","G20000065","N50",426653
"4375","G20000065","total_length",6788674
"4376","G20000066","contamination_status",0
"4377","G20000066","percentage_contamination",0
"4378","G20000066","contigs",48
"4379","G20000066","N50",350317
"4380","G20000066","total_length",7224963
"4381","G20000067","contamination_status",0
"4382","G20000067","percentage_contamination",0
"4383","G20000067","contigs",53
"4384","G20000067","N50",407564
"4385","G20000067","total_length",6623392
"4386","G20000420","contamination_status",1
"4387","G20000420","percentage_contamination",17.69
"4388","G20000420","contigs",67
"4389","G20000420","N50",366069
"4390","G20000420","total_length",11783503
"4391","G20000422","contamination_status",1
"4392","G20000422","percentage_contamination",13.69
"4393","G20000422","contigs",758
"4394","G20000422","N50",234305
"4395","G20000422","total_length",13031764
"4396","G20000426","contamination_status",1
"4397","G20000426","percentage_contamination",13.07
"4398","G20000426","contigs",84
"4399","G20000426","N50",409871
"4400","G20000426","total_length",11467990
"4401","G20000428","contamination_status",0
"4402","G20000428","percentage_contamination",0
"4403","G20000428","contigs",15
"4404","G20000428","N50",778313
"4405","G20000428","total_length",6253823
"4406","G20000434","contamination_status",0
"4407","G20000434","percentage_contamination",0
"4408","G20000434","contigs",27
"4409","G20000434","N50",510412
"4410","G20000434","total_length",6307237
"4411","G20000435","contamination_status",0
"4412","G20000435","percentage_contamination",0
"4413","G20000435","contigs",34
"4414","G20000435","N50",572865
"4415","G20000435","total_length",7001859
"4416","G20000437","contamination_status",0
"4417","G20000437","percentage_contamination",0
"4418","G20000437","contigs",43
"4419","G20000437","N50",421110
"4420","G20000437","total_length",6739220
"4421","G20000438","contamination_status",0
"4422","G20000438","percentage_contamination",0
"4423","G20000438","contigs",32
"4424","G20000438","N50",407290
"4425","G20000438","total_length",6311604
"4426","G20000440","contamination_status",0
"4427","G20000440","percentage_contamination",0
"4428","G20000440","contigs",19
"4429","G20000440","N50",676362
"4430","G20000440","total_length",6373345
"4431","G20000441","contamination_status",0
"4432","G20000441","percentage_contamination",0
"4433","G20000441","contigs",35
"4434","G20000441","N50",353172
"4435","G20000441","total_length",6654619
"4436","G20000443","contamination_status",0
"4437","G20000443","percentage_contamination",0
"4438","G20000443","contigs",41
"4439","G20000443","N50",593716
"4440","G20000443","total_length",6773100
"4441","G20000445","contamination_status",0
"4442","G20000445","percentage_contamination",0
"4443","G20000445","contigs",37
"4444","G20000445","N50",393019
"4445","G20000445","total_length",6540357
"4446","G20000446","contamination_status",0
"4447","G20000446","percentage_contamination",0
"4448","G20000446","contigs",27
"4449","G20000446","N50",519706
"4450","G20000446","total_length",6318325
"4451","G20000447","contamination_status",0
"4452","G20000447","percentage_contamination",0
"4453","G20000447","contigs",34
"4454","G20000447","N50",448113
"4455","G20000447","total_length",6747623
"4456","G20000448","contamination_status",0
"4457","G20000448","percentage_contamination",0
"4458","G20000448","contigs",15
"4459","G20000448","N50",992827
"4460","G20000448","total_length",6361098
"4461","G20000449","contamination_status",0
"4462","G20000449","percentage_contamination",0
"4463","G20000449","contigs",68
"4464","G20000449","N50",292086
"4465","G20000449","total_length",7241769
"4466","G20000450","contamination_status",1
"4467","G20000450","percentage_contamination",17.8
"4468","G20000450","contigs",113
"4469","G20000450","N50",240422
"4470","G20000450","total_length",11790001
"4471","G20000451","contamination_status",0
"4472","G20000451","percentage_contamination",0
"4473","G20000451","contigs",16
"4474","G20000451","N50",932340
"4475","G20000451","total_length",6294305
"4476","G20000452","contamination_status",1
"4477","G20000452","percentage_contamination",8.71
"4478","G20000452","contigs",1243
"4479","G20000452","N50",187131
"4480","G20000452","total_length",8220413
"4481","G20000453","contamination_status",1
"4482","G20000453","percentage_contamination",20.01
"4483","G20000453","contigs",110
"4484","G20000453","N50",260562
"4485","G20000453","total_length",11646751
"4486","G20000454","contamination_status",0
"4487","G20000454","percentage_contamination",0
"4488","G20000454","contigs",18
"4489","G20000454","N50",807572
"4490","G20000454","total_length",6311035
"4491","G20000464","contamination_status",1
"4492","G20000464","percentage_contamination",19.96
"4493","G20000464","contigs",123
"4494","G20000464","N50",296360
"4495","G20000464","total_length",11129046
"4496","G20000465","contamination_status",1
"4497","G20000465","percentage_contamination",33.14
"4498","G20000465","contigs",189
"4499","G20000465","N50",272998
"4500","G20000465","total_length",11816086
"4501","G20000466","contamination_status",0
"4502","G20000466","percentage_contamination",0
"4503","G20000466","contigs",23
"4504","G20000466","N50",521698
"4505","G20000466","total_length",6326541
"4506","G20000476","contamination_status",0
"4507","G20000476","percentage_contamination",0
"4508","G20000476","contigs",16
"4509","G20000476","N50",816186
"4510","G20000476","total_length",6274126
"4511","G20000479","contamination_status",0
"4512","G20000479","percentage_contamination",0
"4513","G20000479","contigs",30
"4514","G20000479","N50",513661
"4515","G20000479","total_length",6258760
"4516","G20000480","contamination_status",0
"4517","G20000480","percentage_contamination",0
"4518","G20000480","contigs",33
"4519","G20000480","N50",503052
"4520","G20000480","total_length",6660554
"4521","G20000481","contamination_status",1
"4522","G20000481","percentage_contamination",26.72
"4523","G20000481","contigs",212
"4524","G20000481","N50",176872
"4525","G20000481","total_length",12627228
"4526","G20000482","contamination_status",1
"4527","G20000482","percentage_contamination",35.3
"4528","G20000482","contigs",292
"4529","G20000482","N50",170507
"4530","G20000482","total_length",12352700
"4531","G20000483","contamination_status",1
"4532","G20000483","percentage_contamination",25.6
"4533","G20000483","contigs",167
"4534","G20000483","N50",186356
"4535","G20000483","total_length",12622809
"4536","G20000484","contamination_status",0
"4537","G20000484","percentage_contamination",0
"4538","G20000484","contigs",56
"4539","G20000484","N50",259680
"4540","G20000484","total_length",7210850
"4541","G20000505","contamination_status",0
"4542","G20000505","percentage_contamination",0
"4543","G20000505","contigs",22
"4544","G20000505","N50",780422
"4545","G20000505","total_length",6316631
"4546","G20000506","contamination_status",0
"4547","G20000506","percentage_contamination",0
"4548","G20000506","contigs",35
"4549","G20000506","N50",413168
"4550","G20000506","total_length",6418203
"4551","G20000507","contamination_status",0
"4552","G20000507","percentage_contamination",0
"4553","G20000507","contigs",59
"4554","G20000507","N50",345494
"4555","G20000507","total_length",7023002
"4556","G20000508","contamination_status",0
"4557","G20000508","percentage_contamination",0
"4558","G20000508","contigs",13
"4559","G20000508","N50",933326
"4560","G20000508","total_length",6278411
"4561","G20000509","contamination_status",0
"4562","G20000509","percentage_contamination",0
"4563","G20000509","contigs",28
"4564","G20000509","N50",518176
"4565","G20000509","total_length",6635233
"4566","G20000510","contamination_status",1
"4567","G20000510","percentage_contamination",5.12
"4568","G20000510","contigs",308
"4569","G20000510","N50",277378
"4570","G20000510","total_length",7290861
"4571","G20000511","contamination_status",0
"4572","G20000511","percentage_contamination",0
"4573","G20000511","contigs",24
"4574","G20000511","N50",438492
"4575","G20000511","total_length",6380486
"4576","G20000512","contamination_status",0
"4577","G20000512","percentage_contamination",0
"4578","G20000512","contigs",30
"4579","G20000512","N50",574179
"4580","G20000512","total_length",6537074
"4581","G20000535","contamination_status",0
"4582","G20000535","percentage_contamination",0
"4583","G20000535","contigs",53
"4584","G20000535","N50",367307
"4585","G20000535","total_length",6996206
"4586","G20000536","contamination_status",0
"4587","G20000536","percentage_contamination",0
"4588","G20000536","contigs",39
"4589","G20000536","N50",466552
"4590","G20000536","total_length",6857483
"4591","G20000537","contamination_status",1
"4592","G20000537","percentage_contamination",7.76
"4593","G20000537","contigs",1036
"4594","G20000537","N50",154985
"4595","G20000537","total_length",8785772
"4596","G20000538","contamination_status",0
"4597","G20000538","percentage_contamination",0
"4598","G20000538","contigs",60
"4599","G20000538","N50",324552
"4600","G20000538","total_length",6830228
"4601","G20000539","contamination_status",0
"4602","G20000539","percentage_contamination",0
"4603","G20000539","contigs",34
"4604","G20000539","N50",395118
"4605","G20000539","total_length",6245053
"4606","G20000540","contamination_status",0
"4607","G20000540","percentage_contamination",0
"4608","G20000540","contigs",51
"4609","G20000540","N50",301588
"4610","G20000540","total_length",6839163
"4611","G20000541","contamination_status",0
"4612","G20000541","percentage_contamination",0
"4613","G20000541","contigs",25
"4614","G20000541","N50",621649
"4615","G20000541","total_length",6647412
"4616","G20000542","contamination_status",0
"4617","G20000542","percentage_contamination",0
"4618","G20000542","contigs",38
"4619","G20000542","N50",480421
"4620","G20000542","total_length",7008938
"4621","G20000543","contamination_status",0
"4622","G20000543","percentage_contamination",0
"4623","G20000543","contigs",26
"4624","G20000543","N50",776551
"4625","G20000543","total_length",6533944
"4626","G20000546","contamination_status",0
"4627","G20000546","percentage_contamination",0
"4628","G20000546","contigs",32
"4629","G20000546","N50",754158
"4630","G20000546","total_length",6497163
"4631","G20000547","contamination_status",0
"4632","G20000547","percentage_contamination",0
"4633","G20000547","contigs",29
"4634","G20000547","N50",884574
"4635","G20000547","total_length",6424073
